Code,Name,Country,Exchange,Currency,Type,Isin
EXOD,"Exodus Movement, Inc.",USA,NYSE ARCA,USD,Common Stock,US30209R1068
EXP,Eagle Materials Inc,USA,NYSE,USD,Common Stock,US26969P1084
EXPD,"Expeditors International of Washington, Inc.",USA,NYSE,USD,Common Stock,US3021301094
EXR,Extra Space Storage Inc,USA,NYSE,USD,Common Stock,US30225T1025
EZA,iShares MSCI South Africa ETF,USA,NYSE ARCA,USD,ETF,US4642867802
EZJ,ProShares Ultra MSCI Japan,USA,NYSE ARCA,USD,ETF,US74347X7084
EZM,WisdomTree U.S. MidCap Earnings Fund,USA,NYSE ARCA,USD,ETF,US97717W5702
EZMO,AlphaDroid Broad Markets Momentum ETF,USA,NYSE,USD,ETF,
EZRO,AlphaDroid Defensive Sector Rotation ETF,USA,NYSE,USD,ETF,
F,Ford Motor Company,USA,NYSE,USD,Common Stock,US3453708600
F-P-B,F-P-B,USA,NYSE,USD,Preferred Stock,US3453708451
F-P-C,F-P-C,USA,NYSE,USD,Preferred Stock,US3453708451
F-P-D,F-P-D,USA,NYSE,USD,Preferred Stock,US3453708451
F-PB,Ford Motor Company 6.20% Notes due June 1 2059,USA,NYSE,USD,Preferred Stock,US3453708451
F-PC,Ford Motor Company 6% Notes due December 1 2059,USA,NYSE,USD,Preferred Stock,US3453708451
F-PD,F-PD,USA,NYSE,USD,Preferred Stock,US3453708451
FAF,First American Corporation,USA,NYSE,USD,Common Stock,US31847R1023
FAI,First Trust Exchange-Traded Fund II,USA,NYSE ARCA,USD,ETF,
FAN,First Trust Global Wind Energy ETF,USA,NYSE ARCA,USD,ETF,US33736G1067
FARX,The Advisorsâ Inner Circle Fund II,USA,NYSE ARCA,USD,ETF,
FAS,Direxion Daily Financial Bull 3X Shares,USA,NYSE ARCA,USD,ETF,US25459Y6941
FAX,Aberdeen Asia-Pacific IF Inc,USA,NYSE MKT,USD,FUND,US0030091070
FAZ,Direxion Daily Financial Bear 3X Shares,USA,NYSE ARCA,USD,ETF,US25460E1331
FBDC,First Trust Exchange-Traded Fund VIII,USA,NYSE ARCA,USD,ETF,
FBIN,Fortune Brands Innovations Inc.,USA,NYSE,USD,Common Stock,US34964C1062
FBK,FB Financial Corp,USA,NYSE,USD,Common Stock,US30257X1046
FBND,Fidelity® Total Bond ETF,USA,NYSE ARCA,USD,ETF,US3161883091
FBP,First Bancorp,USA,NYSE,USD,Common Stock,PR3186727065
FBRT,Franklin BSP Realty Trust Inc,USA,NYSE,USD,Common Stock,US35243J1016
FBRT-P-E,FBRT-P-E,USA,NYSE,USD,Preferred Stock,US35243J2006
FBT,First Trust NYSE Arca Biotechnology Index Fund,USA,NYSE ARCA,USD,ETF,US33733E2037
FBY,YieldMax META Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,US88634T8163
FC,Franklin Covey Company,USA,NYSE,USD,Common Stock,US3534691098
FCBD,The Advisorsâ Inner Circle Fund II,USA,NYSE ARCA,USD,ETF,
FCF,First Commonwealth Financial,USA,NYSE,USD,Common Stock,US3198291078
FCFY,First Trust Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,US33733E7994
FCG,First Trust Natural Gas ETF,USA,NYSE ARCA,USD,ETF,US33733E8075
FCN,FTI Consulting Inc,USA,NYSE,USD,Common Stock,US3029411093
FCO,Aberdeen Global IF Inc,USA,NYSE MKT,USD,Common Stock,US0030131090
FCOM,Fidelity® MSCI Communication Services Index ETF,USA,NYSE ARCA,USD,ETF,US3160928731
FCOR,Fidelity® Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US3161881012
FCPT,Four Corners Property Trust Inc,USA,NYSE,USD,Common Stock,US35086T1097
FCRS-U,FCRS-U,USA,NYSE,USD,Common Stock,
FCRS-WS,FCRS-WS,USA,NYSE,USD,Common Stock,
FCRX,First Eagle Alternative Capital BDC Inc,USA,NYSE,USD,Common Stock,US26943B1008
FCSH,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,US31423L1070
FCUS,Pinnacle Focused Opportunities ETF,USA,NYSE ARCA,USD,ETF,US88634T5193
FCX,Freeport-McMoran Copper & Gold Inc,USA,NYSE,USD,Common Stock,US35671D8570
FDAT,Tactical Advantage ETF,USA,NYSE ARCA,USD,ETF,US88636J4022
FDD,First Trust STOXX® European Select Dividend Index Fund,USA,NYSE ARCA,USD,ETF,US33735T1097
FDG,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250728104
FDHY,Fidelity® High Yield Factor ETF,USA,NYSE ARCA,USD,ETF,US3160926180
FDIS,Fidelity® MSCI Consumer Discretionary Index ETF,USA,NYSE ARCA,USD,ETF,US3160922049
FDL,First Trust Morningstar Dividend Leaders Index Fund,USA,NYSE ARCA,USD,ETF,US3369171091
FDLO,Fidelity® Low Volatility Factor ETF,USA,NYSE ARCA,USD,ETF,US3160928244
FDLS,Northern Lights Fund Trust IV - Inspire Fidelis Multi Factor ESG ETF,USA,NYSE ARCA,USD,ETF,US66538H1876
FDM,First Trust Dow Jones Select MicroCap Index Fund,USA,NYSE ARCA,USD,ETF,US33718M1053
FDMO,Fidelity® Momentum Factor ETF,USA,NYSE ARCA,USD,ETF,US3160928160
FDN,First Trust Dow Jones Internet Index Fund,USA,NYSE ARCA,USD,ETF,US33733E3027
FDP,Fresh Del Monte Produce Inc,USA,NYSE,USD,Common Stock,KYG367381053
FDRR,Fidelity® Dividend ETF for Rising Rates,USA,NYSE ARCA,USD,ETF,US3160928327
FDS,FactSet Research Systems Inc,USA,NYSE,USD,Common Stock,US3030751057
FDV,First Trust Capital Strength ETF,USA,NYSE ARCA,USD,ETF,US31423L3050
FDVV,Fidelity® High Dividend ETF,USA,NYSE ARCA,USD,ETF,US3160928400
FDX,FedEx Corporation,USA,NYSE,USD,Common Stock,US31428X1063
FE,FirstEnergy Corporation,USA,NYSE,USD,Common Stock,US3379321074
FEAC,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,
FEBM,FT Vest U.S. Equity Max Buffer ETF - February,USA,NYSE,USD,ETF,
FEBT,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer10 Feb ETF,USA,NYSE ARCA,USD,ETF,US00888H8280
FEBW,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer20 Feb ETF,USA,NYSE ARCA,USD,ETF,US00888H7860
FEDM,FlexShares ESG & Climate Developed Markets ex-US Core Index Fund,USA,NYSE ARCA,USD,ETF,US33939L5975
FEDU,Four Seasons Education Cayman,USA,NYSE,USD,Common Stock,US35101A3095
FEGE,The RBB Fund Trust,USA,NYSE,USD,ETF,
FEIG,FlexShares ESG & Climate Investment Grade Corporate Core Index Fund,USA,NYSE ARCA,USD,ETF,US33939L5710
FELC,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,US3160921132
FELG,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,US31609A3059
FELV,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,US31609A1079
FEMR,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,
FENG,Phoenix New Media Limited,USA,NYSE,USD,Common Stock,US71910C2026
FENI,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,US31609A4040
FENY,Fidelity® MSCI Energy Index ETF,USA,NYSE ARCA,USD,ETF,US3160924029
FEOE,The RBB Fund Trust,USA,NYSE,USD,ETF,
FERG,Ferguson Plc,USA,NYSE,USD,Common Stock,JE00BJVNSS43
FET,Forum Energy Technologies Inc,USA,NYSE,USD,Common Stock,US34984V2097
FEU,SPDR STOXX Europe 50 ETF,USA,NYSE ARCA,USD,ETF,US78463X1037
FEUS,FlexShares ESG & Climate US Large Cap Core Index Fund,USA,NYSE ARCA,USD,ETF,US33939L6130
FEZ,SPDR® EURO STOXX 50 ETF,USA,NYSE ARCA,USD,ETF,US78463X2027
FF,FutureFuel Corp,USA,NYSE,USD,Common Stock,US36116M1062
FFA,First Trust Enhanced Equity Income Closed Fund,USA,NYSE,USD,FUND,US3373181094
FFC,Flaherty & Crumrine Preferred Securities Income Fd,USA,NYSE,USD,FUND,US3384781007
FFDI,FFDI,USA,NYSE,USD,ETF,
FFEM,FFEM,USA,NYSE,USD,ETF,
FFGX,FFGX,USA,NYSE,USD,ETF,
FFIU,Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF,USA,NYSE ARCA,USD,ETF,US84858T2024
FFLS,Northern Lights Fund Trust II,USA,NYSE ARCA,USD,ETF,US66538F1654
FFND,The Future Fund Active ETF,USA,NYSE ARCA,USD,ETF,US66538F2314
FFOX,FundX Investment Trust,USA,NYSE,USD,Common Stock,
FFTY,Innovator IBD® 50 ETF,USA,NYSE ARCA,USD,ETF,US45782C1027
FFUT,Fidelity Managed Futures ETF,USA,NYSE,USD,ETF,
FFWM,First Foundation Inc.,USA,NYSE,USD,Common Stock,US32026V1044
FG,F&G Annuities & Life Inc. ,USA,NYSE,USD,Common Stock,US30190A1043
FGD,First Trust Dow Jones Global Select Dividend Index Fund,USA,NYSE ARCA,USD,ETF,US33734X2009
FGDL,Franklin Responsibly Sourced Gold ETF,USA,NYSE ARCA,USD,ETF,US35473M1053
FGN,F&G Annuities & Life Inc. 7.95,USA,NYSE,USD,Common Stock,US30190A1043
FGSM,The Advisorsâ Inner Circle Fund II,USA,NYSE ARCA,USD,ETF,
FGSN,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,USA,NYSE,USD,Common Stock,US30190A1043
FHDG,FT Vest U.S. Equity Quarterly Dynamic Buffer ETF,USA,NYSE,USD,ETF,
FHI,Federated Investors Inc B,USA,NYSE,USD,Common Stock,US3142111034
FHLC,Fidelity® MSCI Health Care Index ETF,USA,NYSE ARCA,USD,ETF,US3160926008
FHN,First Horizon National Corporation,USA,NYSE,USD,Common Stock,US3205171057
FHN-P-C,FHN-P-C,USA,NYSE,USD,Preferred Stock,US3205174028
FHN-P-E,FHN-P-E,USA,NYSE,USD,Preferred Stock,US3205174028
FHN-P-F,FHN-P-F,USA,NYSE,USD,Preferred Stock,US3205174028
FHN-PE,First Horizon Corporation,USA,NYSE,USD,Preferred Stock,US3205174028
FHYS,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,US31423L2060
FIAT,YieldMax™ Short COIN Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,US88636J8080
FIAX,Nicholas Fixed Income Alternative ETF,USA,NYSE ARCA,USD,ETF,US88634T5359
FICO,Fair Isaac Corporation,USA,NYSE,USD,Common Stock,US3032501047
FIDI,Fidelity® International High Dividend ETF,USA,NYSE ARCA,USD,ETF,US3160927253
FIDU,Fidelity® MSCI Industrials Index ETF,USA,NYSE ARCA,USD,ETF,US3160927097
FIG,"Figma, Inc.",USA,NYSE,USD,Common Stock,US3168411052
FIGB,Fidelity Investment Grade Bond ETF,USA,NYSE ARCA,USD,ETF,US3161886060
FIGS,Figs Inc,USA,NYSE,USD,Common Stock,US30260D1037
FIHL,Fidelis Insurance Holdings Limited,USA,NYSE,USD,Common Stock,BMG3398L1182
FIIG,First Trust Exchange-Traded Fund IV,USA,NYSE ARCA,USD,ETF,US33738D7966
FILL,iShares MSCI Global Energy Producers ETF,USA,NYSE ARCA,USD,ETF,US4642863439
FINS,Angel Oak Financial Strategies Income Term Trust,USA,NYSE,USD,Common Stock,US03464A1007
FINT,The Advisorsâ Inner Circle Fund II,USA,NYSE ARCA,USD,ETF,
FINV,FinVolution Group,USA,NYSE,USD,Common Stock,US31810T1016
FIS,Fidelity National Information Services Inc,USA,NYSE,USD,Common Stock,US31620M1062
FISK,Empire State Realty OP LP 250,USA,NYSE ARCA,USD,Common Stock,US2921023089
FISR,SPDR® SSGA Fixed Income Sector Rotation ETF,USA,NYSE ARCA,USD,ETF,US78470P5070
FITE,SPDR S&P Kensho Future Security,USA,NYSE ARCA,USD,ETF,US78468R6716
FIVA,Fidelity® International Value Factor ETF,USA,NYSE ARCA,USD,ETF,US3160927170
FIVG,Defiance 5G Next Gen Connectivity ETF,USA,NYSE ARCA,USD,ETF,US26922A2895
FIW,First Trust Water ETF,USA,NYSE ARCA,USD,ETF,US33733B1008
FIX,Comfort Systems USA Inc,USA,NYSE,USD,Common Stock,US1999081045
FIXP,Tidal ETF Trust,USA,NYSE ARCA,USD,ETF,
FIXT,TCW ETF Trust,USA,NYSE,USD,ETF,
FJIKY,Fujikura Ltd,USA,NYSE,USD,Common Stock,US35959H1095
FLAG,Global X Funds,USA,NYSE ARCA,USD,ETF,
FLAO,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
FLAU,Franklin FTSE Australia ETF,USA,NYSE ARCA,USD,ETF,US35473P8436
FLAX,Franklin FTSE Asia ex Japan ETF,USA,NYSE ARCA,USD,ETF,US35473P6604
FLBR,Franklin FTSE Brazil ETF,USA,NYSE ARCA,USD,ETF,US35473P8352
FLC,Flaherty & Crumrine Total Return Fund Inc,USA,NYSE,USD,FUND,US3384791089
FLCA,Franklin FTSE Canada ETF,USA,NYSE ARCA,USD,ETF,US35473P8279
FLCB,Franklin Templeton ETF Trust - Franklin Liberty U.S. Core Bond ETF,USA,NYSE ARCA,USD,ETF,US35473P5531
FLCC,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,
FLCE,The Advisorsâ Inner Circle Fund II,USA,NYSE ARCA,USD,ETF,
FLCG,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,
FLCH,Franklin FTSE China ETF,USA,NYSE ARCA,USD,ETF,US35473P8196
FLCO,Franklin Liberty Investment Grade Corporate ETF,USA,NYSE ARCA,USD,ETF,US35473P6034
FLCV,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,
FLEE,Franklin FTSE Europe ETF,USA,NYSE ARCA,USD,ETF,US35473P6521
FLEU,Barclays ETN+ FI Enhanced Europe 50 ETN Series B,USA,NYSE ARCA,USD,ETF,US06744M8367
FLG,"Flagstar Financial, Inc.",USA,NYSE,USD,Common Stock,US6494454001
FLG-P-A,FLG-P-A,USA,NYSE,USD,Common Stock,
FLG-P-U,FLG-P-U,USA,NYSE,USD,Common Stock,
FLG-PA,Flagstar Financial Inc,USA,NYSE,USD,Common Stock,
FLG-PU,New York Community Capital Trust V,USA,NYSE,USD,Common Stock,
FLGB,Franklin FTSE United Kingdom ETF,USA,NYSE ARCA,USD,ETF,US35473P6786
FLGR,Franklin FTSE Germany ETF,USA,NYSE ARCA,USD,ETF,US35473P7859
FLGV,Franklin Liberty U.S. Treasury Bond ETF,USA,NYSE ARCA,USD,ETF,US35473P4880
FLIN,Franklin FTSE India ETF,USA,NYSE ARCA,USD,ETF,US35473P7693
FLJH,Franklin FTSE Japan Hedged ETF,USA,NYSE ARCA,USD,ETF,US35473P6372
FLJJ,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
FLJP,Franklin FTSE Japan ETF,USA,NYSE ARCA,USD,ETF,US35473P7446
FLKR,Franklin FTSE South Korea ETF,USA,NYSE ARCA,USD,ETF,US35473P7107
FLLA,Franklin FTSE Latin America ETF,USA,NYSE ARCA,USD,ETF,US35473P5614
FLLV,Franklin Liberty U.S. Low Volatility ETF,USA,NYSE ARCA,USD,ETF,US35473P5044
FLMB,Franklin Liberty Federal Tax-Free Bond ETF,USA,NYSE ARCA,USD,ETF,US35473P8501
FLMI,Franklin Liberty Intermediate Municipal Opportunities ETF,USA,NYSE ARCA,USD,ETF,US35473P8683
FLMX,Franklin FTSE Mexico ETF,USA,NYSE ARCA,USD,ETF,US35473P7362
FLNG,FLEX LNG Ltd,USA,NYSE,USD,Common Stock,BMG359472021
FLO,Flowers Foods Inc,USA,NYSE,USD,Common Stock,US3434981011
FLOC,Flowco Holdings Inc.,USA,NYSE,USD,Common Stock,US3429091081
FLOW,Global X Funds,USA,NYSE ARCA,USD,ETF,US37960A5781
FLR,Fluor Corporation,USA,NYSE,USD,Common Stock,US3434121022
FLRG,Fidelity Covington Trust - Fidelity U.S. Multifactor ETF,USA,NYSE ARCA,USD,ETF,US3160923781
FLRN,SPDR® Bloomberg Investment Grade Floating Rate ETF,USA,NYSE ARCA,USD,ETF,US78468R2004
FLRT,Pacer Pacific Asset Floating Rate High Income ETF,USA,NYSE ARCA,USD,ETF,US00768Y5942
FLS,Flowserve Corporation,USA,NYSE,USD,Common Stock,US34354P1057
FLSA,Franklin FTSE Saudi Arabia ETF,USA,NYSE ARCA,USD,ETF,US35473P5879
FLSP,Franklin Liberty Systematic Style Premia ETF,USA,NYSE ARCA,USD,ETF,US35473P5465
FLSW,Franklin FTSE Switzerland ETF,USA,NYSE ARCA,USD,ETF,US35473P6943
FLTB,Fidelity® Limited Term Bond ETF,USA,NYSE ARCA,USD,ETF,US3161882002
FLTR,VanEck Investment Grade Floating Rate ETF,USA,NYSE ARCA,USD,ETF,US92189F4862
FLTW,Franklin FTSE Taiwan ETF,USA,NYSE ARCA,USD,ETF,US35473P6869
FLUD,Franklin Liberty Ultra Short Bond ETF,USA,NYSE ARCA,USD,ETF,US35473P4963
FLUT,Flutter Entertainment plc,USA,NYSE,USD,Common Stock,IE00BWT6H894
FLV,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250727940
FLXR,TCW ETF Trust,USA,NYSE,USD,ETF,
FLYD,MicroSectors Travel -3X Inverse Leveraged ETNs,USA,NYSE ARCA,USD,ETF,US06368J1016
FLYU,MicroSectors Travel 3X Leveraged ETNs,USA,NYSE ARCA,USD,ETF,US06368J2006
FLYX,"flyExclusive, Inc.",USA,NYSE MKT,USD,Common Stock,US3439281078
FLYX-WT,"flyExclusive, Inc. WT",USA,NYSE,USD,Common Stock,
FMAT,Fidelity® MSCI Materials Index ETF,USA,NYSE ARCA,USD,ETF,US3160928814
FMC,FMC Corporation,USA,NYSE,USD,Common Stock,US3024913036
FMCE,Northern Lights Fund Trust IV,USA,NYSE ARCA,USD,Common Stock,
FMCX,Northern Lights Fund Trust IV - FMC Excelsior Focus Equity ETF,USA,NYSE ARCA,USD,ETF,US66538H2114
FMDE,Fidelity Covington Trust,USA,NYSE ARCA,USD,ETF,US31609A5039
FMF,First Trust Managed Futures Strategy Fund,USA,NYSE ARCA,USD,ETF,US33739G1031
FMKT,Tidal ETF Trust,USA,NYSE ARCA,USD,ETF,
FMN,Federated Premier Municipal Income Closed Fund,USA,NYSE,USD,FUND,US31423P1084
FMNY,First Trust Exchange-Traded Fund III - First Trust New York Municipal High Income ETF,USA,NYSE ARCA,USD,ETF,US33739P8225
FMQQ,FMQQ The Next Frontier Internet & Ecommerce ETF,USA,NYSE ARCA,USD,ETF,US3015055904
FMS,Fresenius Medical Care Corporation,USA,NYSE,USD,Common Stock,US3580291066
FMTL,First Trust Exchange-Traded Fund II,USA,NYSE ARCA,USD,ETF,
FMX,Fomento Economico Mexicano,USA,NYSE,USD,Common Stock,US3444191064
FMY,First Trust Mortgage Income Fund,USA,NYSE,USD,FUND,US33734E1038
FN,Fabrinet,USA,NYSE,USD,Common Stock,KYG3323L1005
FNB,F.N.B. Corp,USA,NYSE,USD,Common Stock,US3025201019
FNCL,Fidelity® MSCI Financials Index ETF,USA,NYSE ARCA,USD,ETF,US3160925018
FND,Floor & Decor Holdings Inc,USA,NYSE,USD,Common Stock,US3397501012
FNDA,Schwab Fundamental U.S. Small Company Index ETF,USA,NYSE ARCA,USD,ETF,US8085247638
FNDB,Schwab Fundamental U.S. Broad Market Index ETF,USA,NYSE ARCA,USD,ETF,US8085247893
FNDC,Schwab Fundamental International Small Company Index ETF,USA,NYSE ARCA,USD,ETF,US8085247489
FNDE,Schwab Fundamental Emerging Markets Large Company Index ETF,USA,NYSE ARCA,USD,ETF,US8085247307
FNDF,Schwab Fundamental International Large Company Index ETF,USA,NYSE ARCA,USD,ETF,US8085247554
FNDX,Schwab Fundamental U.S. Large Company Index ETF,USA,NYSE ARCA,USD,ETF,US8085247711
FNF,Fidelity National Financial Inc,USA,NYSE,USD,Common Stock,US31620R3030
FNGD,MicroSectors FANG+ Index -3X Inverse Leveraged ETN,USA,NYSE ARCA,USD,ETF,US0636798649
FNGG,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,USA,NYSE ARCA,USD,ETF,US25460G1610
FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,USA,NYSE ARCA,USD,ETF,US0636798565
FNGS,MicroSectors FANG+ ETN,USA,NYSE ARCA,USD,ETF,US06368B5049
FNGU,MicroSectors FANG+ Index 3X Leveraged ETN,USA,NYSE ARCA,USD,ETF,US0636795348
FNV,Franco-Nevada Corporation,USA,NYSE,USD,Common Stock,CA3518581051
FOA,Finance of America Companies Inc,USA,NYSE,USD,Common Stock,US31738L1070
FOF,Cohen & Steers Closed End Opportunity Closed Fund,USA,NYSE,USD,FUND,US19248P1066
FOPC,The Advisorsâ Inner Circle Fund II,USA,NYSE ARCA,USD,ETF,
FOR,Forestar Group Inc,USA,NYSE,USD,Common Stock,US3462321015
FORH,Formidable ETF,USA,NYSE ARCA,USD,ETF,US26923N3061
FOUR,Shift4 Payments Inc,USA,NYSE,USD,Common Stock,US82452J1097
FOWF,Pacer Solactive Whitney Future of Warfare ETF,USA,NYSE,USD,ETF,
FOXO,FOXO Technologies Inc.,USA,NYSE MKT,USD,Common Stock,US3514713052
FOXY,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,Common Stock,
FPE,First Trust Preferred Securities and Income ETF,USA,NYSE ARCA,USD,ETF,US33739E1082
FPEI,First Trust Institutional Preferred Securities and Income ETF,USA,NYSE ARCA,USD,ETF,US33739P8555
FPF,First Trust Intermediate Duration Preferred and Income Closed Fund,USA,NYSE,USD,FUND,US33718W1036
FPH,Five Point Holdings LLC,USA,NYSE,USD,Common Stock,US33833Q1067
FPI,Farmland Partners Inc,USA,NYSE,USD,Common Stock,US31154R1095
FPWR,First Trust EIP Power Solutions ETF,USA,NYSE ARCA,USD,ETF,
FPX,First Trust US Equity Opportunities ETF,USA,NYSE ARCA,USD,ETF,US3369201039
FQAL,Fidelity® Quality Factor ETF,USA,NYSE ARCA,USD,ETF,US3160927907
FR,First Industrial Realty Trust Inc,USA,NYSE,USD,Common Stock,US32054K1034
FRA,BlackRock Floating Rate Income Strategies Closed Fund,USA,NYSE,USD,FUND,US09255X1000
FREL,Fidelity® MSCI Real Estate Index ETF,USA,NYSE ARCA,USD,ETF,US3160928574
FRGE,Forge Global Holdings Inc,USA,NYSE,USD,Common Stock,US34629L2025
FRGN,Horizon Funds,USA,NYSE ARCA,USD,Common Stock,
FRI,First Trust S&P REIT Index Fund,USA,NYSE ARCA,USD,ETF,US33734G1085
FRIZ,Franklin Dividend Growth ETF,USA,NYSE ARCA,USD,ETF,
FRO,Frontline Ltd,USA,NYSE,USD,Common Stock,CY0200352116
FRT,Federal Realty Investment Trust,USA,NYSE,USD,Common Stock,US3137451015
FRT-P-C,Federal Realty Investment Trust Depositary Shares Series C,USA,NYSE,USD,Preferred Stock,US3137452005
FRT-PC,Federal Realty Investment Trust,USA,NYSE,USD,Preferred Stock,US3137452005
FRTY,Alger Mid Cap 40 ETF,USA,NYSE ARCA,USD,ETF,US0155641071
FSCC,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,
FSCO,FS Credit Opportunities Corp.,USA,NYSE,USD,Common Stock,US30290Y1010
FSEC,Fidelity Investment Grade Securitized ETF,USA,NYSE ARCA,USD,ETF,US3161887050
FSI,Flexible Solutions International Inc,USA,NYSE MKT,USD,Common Stock,CA33938T1049
FSIG,First Trust Exchange-Traded Fund IV,USA,NYSE ARCA,USD,ETF,US33738D8048
FSK,FS KKR Capital Corp,USA,NYSE,USD,Common Stock,US3026352068
FSLY,"Fastly, Inc. Class A Common Stock",USA,NYSE,USD,Common Stock,US31188V1008
FSM,Fortuna Silver Mines Inc,USA,NYSE,USD,Common Stock,CA3499151080
FSMB,First Trust Short Duration Managed Municipal ETF,USA,NYSE ARCA,USD,ETF,US33739P8308
FSMD,Fidelity Small-Mid Factor,USA,NYSE ARCA,USD,ETF,US3160925273
FSML,Franklin Templeton ETF Trust,USA,NYSE ARCA,USD,ETF,
FSOL,Fidelity Solana Fund,USA,NYSE ARCA,USD,Common Stock,
FSP,Franklin Street Properties Corp,USA,NYSE MKT,USD,Common Stock,US35471R1068
FSS,Federal Signal Corporation,USA,NYSE,USD,Common Stock,US3138551086
FSSL,FS Specialty Lending Fund,USA,NYSE,USD,Common Stock,
FSTA,Fidelity® MSCI Consumer Staples Index ETF,USA,NYSE ARCA,USD,ETF,US3160923039
FSYD,Fidelity Sustainable High Yield ETF,USA,NYSE ARCA,USD,ETF,US3160922122
FT,Franklin Universal Closed Fund,USA,NYSE,USD,Common Stock,US3551451038
FTBD,Fidelity Tactical Bond ETF,USA,NYSE ARCA,USD,ETF,US3161888793
FTBI,First Trust Exchange-Traded Fund VI,USA,NYSE,USD,Common Stock,
FTCA,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTCB,First Trust Exchange-Traded Fund IV,USA,NYSE ARCA,USD,ETF,US33738D7883
FTCE,First Trust Exchange-Traded Fund VI,USA,NYSE ARCA,USD,Common Stock,
FTEC,Fidelity® MSCI Information Technology Index ETF,USA,NYSE ARCA,USD,ETF,US3160928087
FTF,Franklin Templeton Limited Duration,USA,NYSE MKT,USD,FUND,US35472T1016
FTHF,First Trust Exchange-Traded Fund II,USA,NYSE ARCA,USD,ETF,US33734X7479
FTHY,First Trust High Yield Opportunities 2027 Term Fund,USA,NYSE,USD,Common Stock,US33741Q1076
FTI,TechnipFMC PLC,USA,NYSE,USD,Common Stock,GB00BDSFG982
FTIF,First Trust Bloomberg Inflation Sensitive Equity ETF,USA,NYSE ARCA,USD,ETF,US33733E8158
FTK,Flotek Industries Inc,USA,NYSE,USD,Common Stock,US3433894090
FTKI,First Trust Exchange-Traded Fund VI,USA,NYSE ARCA,USD,Common Stock,
FTLS,First Trust Long/Short Equity ETF,USA,NYSE ARCA,USD,ETF,US33739P1030
FTMA,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTMH,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTMN,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTMS,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTMU,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTNJ,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTNY,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTOH,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTPA,Putnam ETF Trust,USA,NYSE ARCA,USD,ETF,
FTRB,Federated Hermes ETF Trust,USA,NYSE ARCA,USD,ETF,US31423L4041
FTS,Fortis Inc,USA,NYSE,USD,Common Stock,CA3495531079
FTSD,Franklin Liberty Short Duration U.S. Government ETF,USA,NYSE ARCA,USD,ETF,US3535061085
FTV,Fortive Corp,USA,NYSE,USD,Common Stock,US34959J1088
FTW,EQV Ventures Acquisition Corp.,USA,NYSE ARCA,USD,Common Stock,KYG3106N1097
FTW-U,FTW-U,USA,NYSE,USD,Common Stock,
FTW-WS,FTW-WS,USA,NYSE,USD,Common Stock,
FTWO,EA Series Trust,USA,NYSE,USD,ETF,US02072L5571
FUBO,Fubotv Inc,USA,NYSE,USD,Common Stock,US35953D1046
FUL,H B Fuller Company,USA,NYSE,USD,Common Stock,US3596941068
FUMB,First Trust Ultra Short Duration Municipal,USA,NYSE ARCA,USD,ETF,US33740J1043
FUN,Six Flags Entertainment Corporation,USA,NYSE,USD,Common Stock,US83001C1080
FURY,Fury Gold Mines Ltd,USA,NYSE MKT,USD,Common Stock,CA36117T1003
FUSI,American Century ETF Trust - American Century Multisector Floating Income ETF,USA,NYSE ARCA,USD,ETF,US0250722248
